/opt/volatility3/vol.py -f ./memory_dump.vmem windows.pstree
PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	Audit	Cmd	Path
** 8536	620	svchost.exe	0xc40aa76a3080	1	-	0	False	2023-10-31 13:32:59.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s StorSvc	C:\Windows\System32\svchost.exe
** 2396	620	svchost.exe	0xc40aa58ec540	14	-	0	False	2023-10-31 13:30:58.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p	C:\Windows\system32\svchost.exe
** 9064	620	svchost.exe	0xc40aa90b4080	6	-	4	False	2023-10-31 13:35:21.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k UnistackSvcGroup	C:\Windows\System32\svchost.exe
** 880	620	svchost.exe	0xc40aa510d300	13	-	0	False	2023-10-31 13:30:57.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k RPCSS -p	C:\Windows\system32\svchost.exe
** 10100	620	svchost.exe	0xc40aa539a080	4	-	0	False	2023-10-31 13:45:43.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k imgsvc	C:\Windows\system32\svchost.exe
** 1404	620	svchost.exe	0xc40aa54b54c0	8	-	0	False	2023-10-31 13:30:57.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s UserManager	C:\Windows\system32\svchost.exe
*** 2768	1404	sihost.exe	0xc40aa5b2e080	8	-	3	False	2023-10-31 13:32:32.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\sihost.exe	sihost.exe	C:\Windows\system32\sihost.exe
*** 6824	1404	sihost.exe	0xc40aa4d76080	10	-	4	False	2023-10-31 13:35:12.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\sihost.exe	sihost.exe	C:\Windows\system32\sihost.exe
** 1928	620	svchost.exe	0xc40aa561c2c0	3	-	0	False	2023-10-31 13:30:58.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s AudioEndpointBuilder	C:\Windows\System32\svchost.exe
** 2440	620	svchost.exe	0xc40aa595c340	5	-	0	False	2023-10-31 13:30:58.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k NetworkService -p -s LanmanWorkstation	C:\Windows\System32\svchost.exe
** 396	620	svchost.exe	0xc40aa539e340	3	-	0	False	2023-10-31 13:30:57.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s lmhosts	C:\Windows\System32\svchost.exe
** 5516	620	svchost.exe	0xc40aa5a8f080	2	-	3	False	2023-10-31 13:32:32.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k UnistackSvcGroup -s WpnUserService	C:\Windows\system32\svchost.exe
** 404	620	svchost.exe	0xc40aa8c69400	6	-	4	False	2023-10-31 13:35:13.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p -s cbdhsvc	C:\Windows\system32\svchost.exe
** 1944	620	svchost.exe	0xc40aa494e300	6	-	0	False	2023-10-31 13:30:58.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s FontCache	C:\Windows\system32\svchost.exe
** 932	620	dllhost.exe	0xc40aa5fc4080	10	-	0	False	2023-10-31 13:31:00.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\dllhost.exe	C:\Windows\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235}	C:\Windows\system32\dllhost.exe
** 11172	620	svchost.exe	0xc40aaa5d1080	1	-	0	False	2023-10-31 13:45:43.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DeviceAssociationService	C:\Windows\system32\svchost.exe
** 936	620	svchost.exe	0xc40aa517f280	5	-	0	False	2023-10-31 13:30:57.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k DcomLaunch -p -s LSM	C:\Windows\system32\svchost.exe
** 1468	620	svchost.exe	0xc40aa0f4f080	3	-	0	False	2023-10-31 13:30:57.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TabletInputService	C:\Windows\System32\svchost.exe
*** 5928	1468	TabTip.exe	0xc40aa694c540	5	-	3	False	2023-10-31 13:32:35.000000 	N/A	\Device\HarddiskVolume4\Program Files\Common Files\microsoft shared\ink\TabTip.exe	/QuitInfo:0000000000000268;0000000000000270;  	C:\Program Files\Common Files\microsoft shared\ink\TabTip.exe
*** 7664	1468	TabTip.exe	0xc40aa73a4080	0	-	4	False	2023-10-31 13:56:11.000000 	2023-10-31 13:56:14.000000 	\Device\HarddiskVolume4\Program Files\Common Files\microsoft shared\ink\TabTip.exe	-	-
*** 6172	1468	ctfmon.exe	0xc40aa4fc5080	8	-	4	False	2023-10-31 13:35:12.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\ctfmon.exe	"ctfmon.exe"	C:\Windows\system32\ctfmon.exe
*** 5420	1468	TabTip.exe	0xc40aa5a8c2c0	9	-	4	False	2023-10-31 13:35:12.000000 	N/A	\Device\HarddiskVolume4\Program Files\Common Files\microsoft shared\ink\TabTip.exe	/QuitInfo:0000000000000348;0000000000000344;  	C:\Program Files\Common Files\microsoft shared\ink\TabTip.exe
** 1476	620	svchost.exe	0xc40aa5527300	1	-	0	False	2023-10-31 13:30:57.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p -s nsi	C:\Windows\system32\svchost.exe
** 8140	620	svchost.exe	0xc40aa51b4080	5	-	0	False	2023-10-31 13:31:20.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p -s SSDPSRV	C:\Windows\system32\svchost.exe
** 6612	620	svchost.exe	0xc40aaaac3080	6	-	0	False	2023-10-31 13:55:22.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s SmsRouter	C:\Windows\system32\svchost.exe
** 984	620	svchost.exe	0xc40aa56b0080	11	-	0	False	2023-10-31 13:30:58.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\System32\svchost.exe
*** 9228	984	audiodg.exe	0xc40aa6f6a300	4	-	0	False	2023-10-31 13:56:08.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\audiodg.exe	C:\Windows\system32\AUDIODG.EXE 0x4e4	C:\Windows\system32\AUDIODG.EXE
** 3568	620	svchost.exe	0xc40aa5d4f340	2	-	0	False	2023-10-31 13:30:59.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalService -p -s WdiServiceHost	C:\Windows\System32\svchost.exe
** 8188	620	svchost.exe	0xc40aaa4d8100	4	-	0	False	2023-10-31 13:41:23.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p -s gpsvc	C:\Windows\system32\svchost.exe
7616	2920	GoogleCrashHan	0xc40aa636e080	3	-	0	True	2023-10-31 13:31:15.000000 	N/A	\Device\HarddiskVolume4\Program Files (x86)\Google\Update\1.3.36.312\GoogleCrashHandler.exe	-	-
7624	2920	GoogleCrashHan	0xc40aa63f5080	3	-	0	False	2023-10-31 13:31:15.000000 	N/A	\Device\HarddiskVolume4\Program Files (x86)\Google\Update\1.3.36.312\GoogleCrashHandler64.exe	-	-
3392	3308	csrss.exe	0xc40aa4969080	11	-	3	False	2023-10-31 13:32:28.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\csrss.exe	%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16	C:\Windows\system32\csrss.exe
3800	3308	winlogon.exe	0xc40aa6541080	3	-	3	False	2023-10-31 13:32:28.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\winlogon.exe	winlogon.exe	C:\Windows\system32\winlogon.exe
* 8416	3800	LogonUI.exe	0xc40aa0ee8080	5	-	3	False	2023-10-31 13:35:09.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\LogonUI.exe	"LogonUI.exe" /flags:0x0 /state0:0xa3e25855 /state1:0x41c64e6d	C:\Windows\system32\LogonUI.exe
* 5996	3800	fontdrvhost.ex	0xc40aa63ad080	5	-	3	False	2023-10-31 13:32:29.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\fontdrvhost.exe	"fontdrvhost.exe"	C:\Windows\system32\fontdrvhost.exe
* 548	3800	dwm.exe	0xc40aa5a8b080	13	-	3	False	2023-10-31 13:32:29.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\dwm.exe	"dwm.exe"	C:\Windows\system32\dwm.exe
* 7716	3800	userinit.exe	0xc40aa71eb080	0	-	3	False	2023-10-31 13:32:32.000000 	2023-10-31 13:32:56.000000 	\Device\HarddiskVolume4\Windows\System32\userinit.exe	-	-
** 7944	7716	explorer.exe	0xc40aa64f4080	52	-	3	False	2023-10-31 13:32:32.000000 	N/A	\Device\HarddiskVolume4\Windows\explorer.exe	C:\Windows\Explorer.EXE	C:\Windows\Explorer.EXE
*** 3536	7944	SecurityHealth	0xc40aa4ba23c0	1	-	3	False	2023-10-31 13:32:45.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\SecurityHealthSystray.exe	"C:\Windows\System32\SecurityHealthSystray.exe" 	C:\Windows\System32\SecurityHealthSystray.exe
*** 4596	7944	vmtoolsd.exe	0xc40aa69b73c0	6	-	3	False	2023-10-31 13:32:46.000000 	N/A	\Device\HarddiskVolume4\Program Files\VMware\VMware Tools\vmtoolsd.exe	"C:\Program Files\VMware\VMware Tools\vmtoolsd.exe" -n vmusr	C:\Program Files\VMware\VMware Tools\vmtoolsd.exe
*** 5712	7944	chrome.exe	0xc40aa6fca080	0	-	3	False	2023-10-31 13:32:50.000000 	2023-10-31 13:33:04.000000 	\Device\HarddiskVolume4\Program Files\Google\Chrome\Application\chrome.exe	-	-
*** 6028	7944	vm3dservice.ex	0xc40aa6f7e500	1	-	3	False	2023-10-31 13:32:46.000000 	N/A	\Device\HarddiskVolume4\Windows\System32\vm3dservice.exe	"C:\Windows\System32\vm3dservice.exe" -u	C:\Windows\System32\vm3dservice.exe


/opt/volatility3/vol.py -f ./memory_dump.vmem windows.filescan | grep -i '\\Windows\\System32\\winevt\\Logs\\'
0xc40aa4c60ce0.0\Windows\System32\winevt\Logs\Microsoft-Windows-AppxPackaging%4Operational.evtx	216
0xc40aa53c67c0	\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnostics-Performance%4Operational.evtx	216
0xc40aa54db820	\Windows\System32\winevt\Logs\Windows PowerShell.evtx	216
0xc40aa54dbe60	\Windows\System32\winevt\Logs\Application.evtx	216
0xc40aa54dc4a0	\Windows\System32\winevt\Logs\Security.evtx	216
0xc40aa54dc630	\Windows\System32\winevt\Logs\HardwareEvents.evtx	216
0xc40aa54dc950	\Windows\System32\winevt\Logs\Key Management Service.evtx	216
0xc40aa54dda80	\Windows\System32\winevt\Logs\Internet Explorer.evtx	216
0xc40aa54ddda0	\Windows\System32\winevt\Logs\System.evtx	216
0xc40aa54deed0	\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Assistant.evtx	216
0xc40aa54df380	\Windows\System32\winevt\Logs\Microsoft-Windows-Program-Compatibility-Assistant%4CompatAfterUpgrade.evtx	216
0xc40aa54dfb50	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Power%4Thermal-Operational.evtx	216
0xc40aa54e23f0	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-Boot%4Operational.evtx	216
0xc40aa54e2710	\Windows\System32\winevt\Logs\Microsoft-Windows-Wcmsvc%4Operational.evtx	216
0xc40aa54e2a30	\Windows\System32\winevt\Logs\Microsoft-Windows-WebAuthN%4Operational.evtx	216
0xc40aa54e2d50	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-ShimEngine%4Operational.evtx	216
0xc40aa54e3200	\Windows\System32\winevt\Logs\Microsoft-Windows-StateRepository%4Restricted.evtx	216
0xc40aa54e3520	\Windows\System32\winevt\Logs\Microsoft-Windows-StateRepository%4Operational.evtx	216
0xc40aa5580740	\Windows\System32\winevt\Logs\Microsoft-Windows-VolumeSnapshot-Driver%4Operational.evtx	216
0xc40aa55816e0	\Windows\System32\winevt\Logs\Microsoft-Windows-Ntfs%4Operational.evtx	216
0xc40aa5581a00	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Errors.evtx	216
0xc40aa5582680	\Windows\System32\winevt\Logs\Microsoft-Windows-Partition%4Diagnostic.evtx	216
0xc40aa55829a0	\Windows\System32\winevt\Logs\Microsoft-Windows-Ntfs%4WHC.evtx	216
0xc40aa5582b30	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Operational.evtx	216
0xc40aa5583170	\Windows\System32\winevt\Logs\Microsoft-Windows-CodeIntegrity%4Operational.evtx	216
0xc40aa55845c0	\Windows\System32\winevt\Logs\Microsoft-Windows-GroupPolicy%4Operational.evtx	216
0xc40aa55853d0	\Windows\System32\winevt\Logs\Microsoft-Windows-Win32k%4Operational.evtx	216
0xc40aa558fb00	\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx	216
0xc40aa558fe20	\Windows\System32\winevt\Logs\Microsoft-Windows-AppModel-Runtime%4Admin.evtx	216
0xc40aa5780740	\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx	216
0xc40aa5782b30	\Windows\System32\winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx	216
0xc40aa5782e50	\Windows\System32\winevt\Logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Operational.evtx	216
0xc40aa5786b40	\Windows\System32\winevt\Logs\Microsoft-Windows-User Device Registration%4Admin.evtx	216
0xc40aa5865c60	\Windows\System32\winevt\Logs\Microsoft-Windows-NCSI%4Operational.evtx	216
0xc40aa58670b0	\Windows\System32\winevt\Logs\Microsoft-Windows-HotspotAuth%4Operational.evtx	216
0xc40aa5867560	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4Firewall.evtx	216
0xc40aa586b3e0	\Windows\System32\winevt\Logs\Microsoft-Windows-WinINet-Config%4ProxyConfigChanged.evtx	216
0xc40aa59148a0	\Windows\System32\winevt\Logs\Microsoft-Windows-Containers-Wcifs%4Operational.evtx	216
0xc40aa5915200	\Windows\System32\winevt\Logs\Microsoft-Windows-SmbClient%4Connectivity.evtx	216
0xc40aa5915390	\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcp-Client%4Admin.evtx	216
0xc40aa5915520	\Windows\System32\winevt\Logs\Microsoft-Windows-SmbClient%4Audit.evtx	216
0xc40aa5915840	\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx	216
0xc40aa59161a0	\Windows\System32\winevt\Logs\Microsoft-Windows-Crypto-DPAPI%4BackUpKeySvc.evtx	216
0xc40aa59167e0	\Windows\System32\winevt\Logs\Microsoft-Windows-SmbClient%4Security.evtx	216
0xc40aa5916970	\Windows\System32\winevt\Logs\Microsoft-Windows-Crypto-DPAPI%4Operational.evtx	216
0xc40aa5917dc0	\Windows\System32\winevt\Logs\Microsoft-Windows-SMBClient%4Operational.evtx	216
0xc40aa5921870	\Windows\System32\winevt\Logs\Microsoft-Windows-SettingSync%4Operational.evtx	216
0xc40aa5921a00	\Windows\System32\winevt\Logs\Microsoft-Windows-SettingSync%4Debug.evtx	216
0xc40aa5921b90	\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkProfile%4Operational.evtx	216
0xc40aa5921eb0	\Windows\System32\winevt\Logs\Microsoft-Windows-AppXDeployment%4Operational.evtx	216
0xc40aa5b892e0	\Windows\System32\winevt\Logs\Microsoft-Windows-AppXDeploymentServer%4Restricted.evtx	216
0xc40aa5b8a410	\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsUpdateClient%4Operational.evtx	216
0xc40aa5b8a8c0	\Windows\System32\winevt\Logs\Microsoft-Windows-AppXDeploymentServer%4Operational.evtx	216
0xc40aa5b8b220	\Windows\System32\winevt\Logs\Microsoft-Windows-WMI-Activity%4Operational.evtx	216
0xc40aa5e1e370	\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-ClassPnP%4Operational.evtx	216
0xc40aa5e2ed10	\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-Core%4ActionCenter.evtx	216
0xc40aa5e2f670	\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Audit.evtx	216
0xc40aa5e2fb20	\Windows\System32\winevt\Logs\Microsoft-Windows-Resource-Exhaustion-Detector%4Operational.evtx	216
0xc40aa5e302f0	\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Security.evtx	216
0xc40aa5e30930	\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Connectivity.evtx	216
0xc40aa5e31420	\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis-DPS%4Operational.evtx	216
0xc40aa5e31bf0	\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Operational.evtx	216
0xc40aa6024ab0	\Windows\System32\winevt\Logs\Microsoft-Windows-Known Folders API Service.evtx	216
0xc40aa6025be0	\Windows\System32\winevt\Logs\Microsoft-Windows-UniversalTelemetryClient%4Operational.evtx	216
0xc40aa602a870	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-StoreMgr%4Operational.evtx	216
0xc40aa602b1d0	\Windows\System32\winevt\Logs\Microsoft-Windows-TaskScheduler%4Maintenance.evtx	216
0xc40aa6033510	\Windows\System32\winevt\Logs\Microsoft-Windows-HelloForBusiness%4Operational.evtx	216
0xc40aa60339c0	\Windows\System32\winevt\Logs\Microsoft-Windows-DeviceSetupManager%4Operational.evtx	216
0xc40aa603d600	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4ConnectionSecurity.evtx	216
0xc40aa6040990	\Windows\System32\winevt\Logs\Microsoft-Windows-AppReadiness%4Admin.evtx	216
0xc40aa6041930	\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-Core%4AppDefaults.evtx	216
0xc40aa6041ac0	\Windows\System32\winevt\Logs\Microsoft-Windows-AppReadiness%4Operational.evtx	216
0xc40aa6042a60	\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-Core%4LogonTasksChannel.evtx	216
0xc40aa60430a0	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Firewall With Advanced Security%4FirewallDiagnostics.evtx	216
0xc40aa60433c0	\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-Core%4Operational.evtx	216
0xc40aa6203e00	\Windows\System32\winevt\Logs\Microsoft-Windows-Audio%4PlaybackManager.evtx	216
0xc40aa620b650	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4Operational.evtx	216
0xc40aa620c780	\Windows\System32\winevt\Logs\Microsoft-Windows-PushNotification-Platform%4Admin.evtx	216
0xc40aa620d0e0	\Windows\System32\winevt\Logs\Microsoft-Windows-PushNotification-Platform%4Operational.evtx	216
0xc40aa62118c0	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4WHC.evtx	216
0xc40aa6239190	\Windows\System32\winevt\Logs\Microsoft-Windows-Security-Mitigations%4UserMode.evtx	216
0xc40aa6239c80	\Windows\System32\winevt\Logs\Microsoft-Windows-Security-Mitigations%4KernelMode.evtx	216
0xc40aa623ce80	\Windows\System32\winevt\Logs\Microsoft-Client-Licensing-Platform%4Admin.evtx	216
0xc40aa64767e0	\Windows\System32\winevt\Logs\Microsoft-Windows-LiveId%4Operational.evtx	216
0xc40aa64877c0	\Windows\System32\winevt\Logs\Microsoft-Windows-Store%4Operational.evtx	216
0xc40aa6705d40	\Windows\System32\winevt\Logs\Microsoft-Windows-ReadyBoost%4Operational.evtx	216
0xc40aa671b1e0	\Windows\System32\winevt\Logs\Microsoft-Windows-WinRM%4Operational.evtx	216
0xc40aa6724970	\Windows\System32\winevt\Logs\Parameters.evtx	216
0xc40aa6724e20	\Windows\System32\winevt\Logs\Microsoft-Windows-FileHistory-Core%4WHC.evtx	216
0xc40aa6729920	\Windows\System32\winevt\Logs\State.evtx	216
0xc40aa6a28510	\Windows\System32\winevt\Logs\Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx	216
0xc40aa7169b50	\Windows\System32\winevt\Logs\Microsoft-Windows-CloudStore%4Operational.evtx	216
0xc40aa71871a0	\Windows\System32\winevt\Logs\Microsoft-Windows-Security-SPP-UX-Notifications%4ActionCenter.evtx	216
0xc40aa72861e0	\Windows\System32\winevt\Logs\Microsoft-Windows-TWinUI%4Operational.evtx	216
0xc40aa728ee80	\Windows\System32\winevt\Logs\Microsoft-Windows-Audio%4CaptureMonitor.evtx	216
0xc40aa728f4c0	\Windows\System32\winevt\Logs\Microsoft-Windows-Audio%4Operational.evtx	216
0xc40aa72b68e0	\Windows\System32\winevt\Logs\Microsoft-Windows-Bits-Client%4Operational.evtx	216
0xc40aa741c310	\Windows\System32\winevt\Logs\Microsoft-Windows-Biometrics%4Operational.evtx	216
0xc40aa83afde0	\Windows\System32\winevt\Logs\Microsoft-Windows-Shell-ConnectedAccountState%4ActionCenter.evtx	216
0xc40aa83b0290	\Windows\System32\winevt\Logs\Microsoft-Windows-UserPnp%4ActionCenter.evtx	216
0xc40aa83b0420	\Windows\System32\winevt\Logs\Microsoft-Windows-StorageSpaces-ManagementAgent%4WHC.evtx	216
0xc40aa83b05b0	\Windows\System32\winevt\Logs\Microsoft-Windows-WorkFolders%4WHC.evtx	216
0xc40aa83b24f0	\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis-Scheduled%4Operational.evtx	216
0xc40aa83b2cc0	\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsBackup%4ActionCenter.evtx	216
0xc40aaa8a35e0	\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-Storport%4Health.evtx	216
0xc40aaa8a43f0	\Windows\System32\winevt\Logs\microsoft-windows-diagnosis-scripted%4operational.evtx	216
0xc40aaa8a5520	\Windows\System32\winevt\Logs\Microsoft-Windows-Storage-Storport%4Operational.evtx	216
0xc40aab362c20	\Windows\System32\winevt\Logs\Microsoft-Windows-PowerShell%4Operational.evtx	216
0xc40aab365330	\Windows\System32\winevt\Logs\Microsoft-Windows-PowerShell%4Admin.evtx	216
0xc40aac281e90	\Windows\System32\winevt\Logs\Microsoft-Windows-Provisioning-Diagnostics-Provider%4Admin.evtx	216
0xc40aac4439b0	\Windows\System32\winevt\Logs\Microsoft-Windows-CoreSystem-SmsRouter-Events%4Operational.evtx	216
0xc40aac443cd0	\Windows\System32\winevt\Logs\Microsoft-Windows-Provisioning-Diagnostics-Provider%4AutoPilot.evtx	216
0xc40aac444e00	\Windows\System32\winevt\Logs\Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider%4Operational.evtx	216
0xc40aac445120	\Windows\System32\winevt\Logs\Microsoft-Windows-Provisioning-Diagnostics-Provider%4ManagementService.evtx	216
